timestamp,file_path,status,details
2025-10-17T08:03:18.121365,processed/schema_documents/dataset_5MB/documents/document_92.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.121572,processed/schema_documents/dataset_5MB/documents/document_10110.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.121806,processed/schema_documents/dataset_5MB/documents/document_3073.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.121968,processed/schema_documents/dataset_5MB/documents/document_5148.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.122144,processed/schema_documents/dataset_5MB/documents/document_7749.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.122315,processed/schema_documents/dataset_5MB/documents/document_4276.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.122487,processed/schema_documents/dataset_5MB/documents/document_146.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.122667,processed/schema_documents/dataset_5MB/documents/document_9043.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.122817,processed/schema_documents/dataset_5MB/documents/document_10254.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.123004,processed/schema_documents/dataset_5MB/documents/document_541.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.123189,processed/schema_documents/dataset_5MB/documents/document_10491.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.123369,processed/schema_documents/dataset_5MB/documents/document_1035.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.123542,processed/schema_documents/dataset_5MB/documents/document_9844.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.123713,processed/schema_documents/dataset_5MB/documents/document_7509.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.123864,processed/schema_documents/dataset_5MB/documents/document_4630.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.124035,processed/schema_documents/dataset_5MB/documents/document_8869.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.124208,processed/schema_documents/dataset_5MB/documents/document_2567.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.124449,processed/schema_documents/dataset_5MB/documents/document_6749.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.124661,processed/schema_documents/dataset_5MB/documents/document_10994.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.124867,processed/schema_documents/dataset_5MB/documents/document_10193.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.125056,processed/schema_documents/dataset_5MB/documents/document_6708.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.125255,processed/schema_documents/dataset_5MB/documents/document_3361.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.125477,processed/schema_documents/dataset_5MB/documents/document_9853.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.125656,processed/schema_documents/dataset_5MB/documents/document_5173.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.125831,processed/schema_documents/dataset_5MB/documents/document_4826.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.126007,processed/schema_documents/dataset_5MB/documents/document_11192.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.126186,processed/schema_documents/dataset_5MB/documents/document_3875.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.126362,processed/schema_documents/dataset_5MB/documents/document_2225.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.126550,processed/schema_documents/dataset_5MB/documents/document_11096.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.126742,processed/schema_documents/dataset_5MB/documents/document_8901.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.126909,processed/schema_documents/dataset_5MB/documents/document_6620.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.127080,processed/schema_documents/dataset_5MB/documents/document_6765.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.127252,processed/schema_documents/dataset_5MB/documents/document_7089.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.127426,processed/schema_documents/dataset_5MB/documents/document_6315.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.127581,processed/schema_documents/dataset_5MB/documents/document_5755.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.127748,processed/schema_documents/dataset_5MB/documents/document_9633.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.127925,processed/schema_documents/dataset_5MB/documents/document_6895.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.128121,processed/schema_documents/dataset_5MB/documents/document_2244.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.128299,processed/schema_documents/dataset_5MB/documents/document_8999.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.128474,processed/schema_documents/dataset_5MB/documents/document_809.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.129918,processed/schema_documents/dataset_5MB/documents/document_5344.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.130140,processed/schema_documents/dataset_5MB/documents/document_3290.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.130330,processed/schema_documents/dataset_5MB/documents/document_4410.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.130511,processed/schema_documents/dataset_5MB/documents/document_3551.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.130687,processed/schema_documents/dataset_5MB/documents/document_11223.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.130852,processed/schema_documents/dataset_5MB/documents/document_5606.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.131052,processed/schema_documents/dataset_5MB/documents/document_8366.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.131225,processed/schema_documents/dataset_5MB/documents/document_1517.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.131401,processed/schema_documents/dataset_5MB/documents/document_1055.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.131575,processed/schema_documents/dataset_5MB/documents/document_1813.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.131741,processed/schema_documents/dataset_5MB/documents/document_10367.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.131889,processed/schema_documents/dataset_5MB/documents/document_2550.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.132073,processed/schema_documents/dataset_5MB/documents/document_2395.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.132225,processed/schema_documents/dataset_5MB/documents/document_3838.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.132371,processed/schema_documents/dataset_5MB/documents/document_9131.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.132538,processed/schema_documents/dataset_5MB/documents/document_3300.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.132702,processed/schema_documents/dataset_5MB/documents/document_4708.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.132865,processed/schema_documents/dataset_5MB/documents/document_2408.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.133038,processed/schema_documents/dataset_5MB/documents/document_3219.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.133217,processed/schema_documents/dataset_5MB/documents/document_1361.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.133397,processed/schema_documents/dataset_5MB/documents/document_7470.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.133563,processed/schema_documents/dataset_5MB/documents/document_3126.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.133928,processed/schema_documents/dataset_5MB/documents/document_496.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.134150,processed/schema_documents/dataset_5MB/documents/document_183.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.134365,processed/schema_documents/dataset_5MB/documents/document_6148.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.134582,processed/schema_documents/dataset_5MB/documents/document_10911.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.134814,processed/schema_documents/dataset_5MB/documents/document_2449.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.135029,processed/schema_documents/dataset_5MB/documents/document_4067.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.135217,processed/schema_documents/dataset_5MB/documents/document_3258.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.135646,processed/schema_documents/dataset_5MB/documents/document_5699.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.135947,processed/schema_documents/dataset_5MB/documents/document_8551.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.136164,processed/schema_documents/dataset_5MB/documents/document_5524.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.136374,processed/schema_documents/dataset_5MB/documents/document_793.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.136573,processed/schema_documents/dataset_5MB/documents/document_8879.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.136756,processed/schema_documents/dataset_5MB/documents/document_843.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.136939,processed/schema_documents/dataset_5MB/documents/document_9803.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.137121,processed/schema_documents/dataset_5MB/documents/document_10878.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.137318,processed/schema_documents/dataset_5MB/documents/document_7722.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.137487,processed/schema_documents/dataset_5MB/documents/document_6349.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.137649,processed/schema_documents/dataset_5MB/documents/document_9950.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.137841,processed/schema_documents/dataset_5MB/documents/document_802.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.138020,processed/schema_documents/dataset_5MB/documents/document_4773.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.138195,processed/schema_documents/dataset_5MB/documents/document_10643.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.138385,processed/schema_documents/dataset_5MB/documents/document_10213.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.138570,processed/schema_documents/dataset_5MB/documents/document_9638.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.138752,processed/schema_documents/dataset_5MB/documents/document_9862.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.138930,processed/schema_documents/dataset_5MB/documents/document_863.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.139109,processed/schema_documents/dataset_5MB/documents/document_10272.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.139313,processed/schema_documents/dataset_5MB/documents/document_3311.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.139565,processed/schema_documents/dataset_5MB/documents/document_4657.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.139735,processed/schema_documents/dataset_5MB/documents/document_9435.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.139932,processed/schema_documents/dataset_5MB/documents/document_9570.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.140103,processed/schema_documents/dataset_5MB/documents/document_8361.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.140261,processed/schema_documents/dataset_5MB/documents/document_10659.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.140478,processed/schema_documents/dataset_5MB/documents/document_7329.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.140673,processed/schema_documents/dataset_5MB/documents/document_1707.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.140869,processed/schema_documents/dataset_5MB/documents/document_9337.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.141074,processed/schema_documents/dataset_5MB/documents/document_2347.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.141264,processed/schema_documents/dataset_5MB/documents/document_5894.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.141441,processed/schema_documents/dataset_5MB/documents/document_2890.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.141627,processed/schema_documents/dataset_5MB/documents/document_662.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.141803,processed/schema_documents/dataset_5MB/documents/document_398.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.141976,processed/schema_documents/dataset_5MB/documents/document_6703.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.142144,processed/schema_documents/dataset_5MB/documents/document_11336.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.142317,processed/schema_documents/dataset_5MB/documents/document_10177.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.142495,processed/schema_documents/dataset_5MB/documents/document_8137.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.142672,processed/schema_documents/dataset_5MB/documents/document_6345.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.142841,processed/schema_documents/dataset_5MB/documents/document_10024.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.143015,processed/schema_documents/dataset_5MB/documents/document_5139.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.143171,processed/schema_documents/dataset_5MB/documents/document_3901.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.143342,processed/schema_documents/dataset_5MB/documents/document_8475.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.143508,processed/schema_documents/dataset_5MB/documents/document_5929.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.143676,processed/schema_documents/dataset_5MB/documents/document_5587.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.143852,processed/schema_documents/dataset_5MB/documents/document_5354.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.144036,processed/schema_documents/dataset_5MB/documents/document_8073.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.144201,processed/schema_documents/dataset_5MB/documents/document_5084.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.144435,processed/schema_documents/dataset_5MB/documents/document_1028.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.144627,processed/schema_documents/dataset_5MB/documents/document_10988.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.144839,processed/schema_documents/dataset_5MB/documents/document_9623.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.145016,processed/schema_documents/dataset_5MB/documents/document_5552.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.145193,processed/schema_documents/dataset_5MB/documents/document_10048.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.145376,processed/schema_documents/dataset_5MB/documents/document_5456.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.145567,processed/schema_documents/dataset_5MB/documents/document_8458.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.145735,processed/schema_documents/dataset_5MB/documents/document_2794.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.145915,processed/schema_documents/dataset_5MB/documents/document_4586.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.146095,processed/schema_documents/dataset_5MB/documents/document_1120.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.146246,processed/schema_documents/dataset_5MB/documents/document_9510.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.146414,processed/schema_documents/dataset_5MB/documents/document_9005.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.146595,processed/schema_documents/dataset_5MB/documents/document_3058.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.146758,processed/schema_documents/dataset_5MB/documents/document_3776.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.146935,processed/schema_documents/dataset_5MB/documents/document_4119.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.147116,processed/schema_documents/dataset_5MB/documents/document_2022.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.147299,processed/schema_documents/dataset_5MB/documents/document_3633.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.147495,processed/schema_documents/dataset_5MB/documents/document_2521.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.147679,processed/schema_documents/dataset_5MB/documents/document_6098.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.147890,processed/schema_documents/dataset_5MB/documents/document_5067.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.148096,processed/schema_documents/dataset_5MB/documents/document_1024.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.148291,processed/schema_documents/dataset_5MB/documents/document_3672.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.148469,processed/schema_documents/dataset_5MB/documents/document_10013.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.148655,processed/schema_documents/dataset_5MB/documents/document_8442.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.148824,processed/schema_documents/dataset_5MB/documents/document_7758.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.149004,processed/schema_documents/dataset_5MB/documents/document_6149.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.149501,processed/schema_documents/dataset_5MB/documents/document_9316.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.149694,processed/schema_documents/dataset_5MB/documents/document_881.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.149880,processed/schema_documents/dataset_5MB/documents/document_2223.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.150069,processed/schema_documents/dataset_5MB/documents/document_3832.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.150247,processed/schema_documents/dataset_5MB/documents/document_3998.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.150628,processed/schema_documents/dataset_5MB/documents/document_6299.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.150877,processed/schema_documents/dataset_5MB/documents/document_1272.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.151205,processed/schema_documents/dataset_5MB/documents/document_8815.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.151386,processed/schema_documents/dataset_5MB/documents/document_340.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.151577,processed/schema_documents/dataset_5MB/documents/document_154.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.151768,processed/schema_documents/dataset_5MB/documents/document_7624.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.151947,processed/schema_documents/dataset_5MB/documents/document_10641.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.152124,processed/schema_documents/dataset_5MB/documents/document_10211.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.152308,processed/schema_documents/dataset_5MB/documents/document_4634.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.152488,processed/schema_documents/dataset_5MB/documents/document_9006.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.152669,processed/schema_documents/dataset_5MB/documents/document_1066.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.152837,processed/schema_documents/dataset_5MB/documents/document_7448.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.153016,processed/schema_documents/dataset_5MB/documents/document_8247.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.153204,processed/schema_documents/dataset_5MB/documents/document_2888.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.153379,processed/schema_documents/dataset_5MB/documents/document_115.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.153549,processed/schema_documents/dataset_5MB/documents/document_2037.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.153703,processed/schema_documents/dataset_5MB/documents/document_14.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.153849,processed/schema_documents/dataset_5MB/documents/document_5199.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.154014,processed/schema_documents/dataset_5MB/documents/document_8800.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.154218,processed/schema_documents/dataset_5MB/documents/document_11482.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.154406,processed/schema_documents/dataset_5MB/documents/document_3173.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.154596,processed/schema_documents/dataset_5MB/documents/document_640.json,REFORMATTED,JSON original era válido. Apenas reformatado.
2025-10-17T08:03:18.154771,processed/schema_documents/dataset_5MB/documents/document_6664.json,REFORMATTED,JSON original era válido. Apenas reformatado.
