Dataset,Document_File,Generation_Time_Seconds
roam_prescription_based_prediction,document_77032.json,16.86
roam_prescription_based_prediction,document_13021.json,56.41
roam_prescription_based_prediction,document_63832.json,36.38
roam_prescription_based_prediction,document_72309.json,48.22
roam_prescription_based_prediction,document_73662.json,36.54
roam_prescription_based_prediction,document_74455.json,39.0
roam_prescription_based_prediction,document_101128.json,16.61
roam_prescription_based_prediction,document_27600.json,46.3
roam_prescription_based_prediction,document_68773.json,36.79
roam_prescription_based_prediction,document_79828.json,61.37
roam_prescription_based_prediction,document_11393.json,75.02
roam_prescription_based_prediction,document_1186.json,13.43
roam_prescription_based_prediction,document_44575.json,89.21
roam_prescription_based_prediction,document_84298.json,13.86
roam_prescription_based_prediction,document_86650.json,14.17
roam_prescription_based_prediction,document_103768.json,17.22
roam_prescription_based_prediction,document_77256.json,15.1
roam_prescription_based_prediction,document_107016.json,37.35
roam_prescription_based_prediction,document_51711.json,17.68
roam_prescription_based_prediction,document_88209.json,39.15
roam_prescription_based_prediction,document_49261.json,37.44
roam_prescription_based_prediction,document_113941.json,95.65
roam_prescription_based_prediction,document_83579.json,43.9
roam_prescription_based_prediction,document_24885.json,15.1
roam_prescription_based_prediction,document_63191.json,13.62
roam_prescription_based_prediction,document_108482.json,16.62
roam_prescription_based_prediction,document_114648.json,74.88
roam_prescription_based_prediction,document_94614.json,37.76
roam_prescription_based_prediction,document_88655.json,39.29
roam_prescription_based_prediction,document_25659.json,18.71
roam_prescription_based_prediction,document_95456.json,38.01
roam_prescription_based_prediction,document_113588.json,79.72
roam_prescription_based_prediction,document_44734.json,66.33
roam_prescription_based_prediction,document_71039.json,47.81
roam_prescription_based_prediction,document_42192.json,16.65
roam_prescription_based_prediction,document_116378.json,37.09
roam_prescription_based_prediction,document_2696.json,61.17
roam_prescription_based_prediction,document_73161.json,24.79
roam_prescription_based_prediction,document_95925.json,14.78
roam_prescription_based_prediction,document_15632.json,15.34
roam_prescription_based_prediction,document_78068.json,97.91
roam_prescription_based_prediction,document_31824.json,14.11
roam_prescription_based_prediction,document_52743.json,43.8
roam_prescription_based_prediction,document_50094.json,16.38
roam_prescription_based_prediction,document_53065.json,53.11
roam_prescription_based_prediction,document_2656.json,36.85
roam_prescription_based_prediction,document_96097.json,15.18
roam_prescription_based_prediction,document_8700.json,44.64
roam_prescription_based_prediction,document_101745.json,14.46
roam_prescription_based_prediction,document_44298.json,15.7
roam_prescription_based_prediction,document_116164.json,87.54
roam_prescription_based_prediction,document_110993.json,26.4
roam_prescription_based_prediction,document_7601.json,36.09
roam_prescription_based_prediction,document_13123.json,282.13
roam_prescription_based_prediction,document_78839.json,45.62
roam_prescription_based_prediction,document_41140.json,16.52
roam_prescription_based_prediction,document_71714.json,14.44
roam_prescription_based_prediction,document_75255.json,106.64
roam_prescription_based_prediction,document_109504.json,36.26
roam_prescription_based_prediction,document_117974.json,15.8
roam_prescription_based_prediction,document_39273.json,36.07
roam_prescription_based_prediction,document_36259.json,34.44
roam_prescription_based_prediction,document_88118.json,58.38
roam_prescription_based_prediction,document_66397.json,14.15
roam_prescription_based_prediction,document_11203.json,82.8
roam_prescription_based_prediction,document_44287.json,352.76
roam_prescription_based_prediction,document_95629.json,14.1
roam_prescription_based_prediction,document_16422.json,40.98
roam_prescription_based_prediction,document_11968.json,66.15
roam_prescription_based_prediction,document_66201.json,56.53
roam_prescription_based_prediction,document_35947.json,16.75
roam_prescription_based_prediction,document_86273.json,86.87
roam_prescription_based_prediction,document_22312.json,16.27
roam_prescription_based_prediction,document_74570.json,81.76
roam_prescription_based_prediction,document_59804.json,37.29
roam_prescription_based_prediction,document_39991.json,48.35
roam_prescription_based_prediction,document_8163.json,68.01
roam_prescription_based_prediction,document_14231.json,86.61
roam_prescription_based_prediction,document_117787.json,18.93
roam_prescription_based_prediction,document_27892.json,21.63
roam_prescription_based_prediction,document_72554.json,35.98
roam_prescription_based_prediction,document_16377.json,14.61
roam_prescription_based_prediction,document_19141.json,30.69
roam_prescription_based_prediction,document_93173.json,13.31
roam_prescription_based_prediction,document_10757.json,36.61
roam_prescription_based_prediction,document_12334.json,73.65
roam_prescription_based_prediction,document_117737.json,16.1
roam_prescription_based_prediction,document_114842.json,60.81
roam_prescription_based_prediction,document_80546.json,91.0
roam_prescription_based_prediction,document_95955.json,163.48
roam_prescription_based_prediction,document_26266.json,13.16
roam_prescription_based_prediction,document_105317.json,17.07
roam_prescription_based_prediction,document_76308.json,40.15
roam_prescription_based_prediction,document_81289.json,96.5
roam_prescription_based_prediction,document_119303.json,42.42
roam_prescription_based_prediction,document_90540.json,11.76
roam_prescription_based_prediction,document_84228.json,83.08
roam_prescription_based_prediction,document_45682.json,86.48
roam_prescription_based_prediction,document_112601.json,12.01
roam_prescription_based_prediction,document_79545.json,30.28
roam_prescription_based_prediction,document_46368.json,11.74
roam_prescription_based_prediction,document_73177.json,52.31
roam_prescription_based_prediction,document_30726.json,61.95
roam_prescription_based_prediction,document_65094.json,75.72
roam_prescription_based_prediction,document_81542.json,59.16
roam_prescription_based_prediction,document_75231.json,14.61
roam_prescription_based_prediction,document_60119.json,12.8
roam_prescription_based_prediction,document_91284.json,95.3
roam_prescription_based_prediction,document_32936.json,19.5
roam_prescription_based_prediction,document_111994.json,15.46
roam_prescription_based_prediction,document_32564.json,33.98
roam_prescription_based_prediction,document_26668.json,98.35
roam_prescription_based_prediction,document_19043.json,42.75
roam_prescription_based_prediction,document_96560.json,38.05
roam_prescription_based_prediction,document_58643.json,31.89
roam_prescription_based_prediction,document_30068.json,57.77
roam_prescription_based_prediction,document_84074.json,16.2
roam_prescription_based_prediction,document_34882.json,89.57
roam_prescription_based_prediction,document_35222.json,105.92
roam_prescription_based_prediction,document_114532.json,38.05
roam_prescription_based_prediction,document_47912.json,13.36
roam_prescription_based_prediction,document_55456.json,42.64
roam_prescription_based_prediction,document_110546.json,50.57
roam_prescription_based_prediction,document_114027.json,43.24
roam_prescription_based_prediction,document_115083.json,64.13
roam_prescription_based_prediction,document_35563.json,94.69
roam_prescription_based_prediction,document_31828.json,41.02
roam_prescription_based_prediction,document_34477.json,75.47
roam_prescription_based_prediction,document_64820.json,16.52
roam_prescription_based_prediction,document_49033.json,37.38
roam_prescription_based_prediction,document_31906.json,80.92
roam_prescription_based_prediction,document_72966.json,57.32
roam_prescription_based_prediction,document_3088.json,36.6
roam_prescription_based_prediction,document_29060.json,35.9
roam_prescription_based_prediction,document_29573.json,18.47
roam_prescription_based_prediction,document_51970.json,129.66
roam_prescription_based_prediction,document_76000.json,14.02
roam_prescription_based_prediction,document_97563.json,23.94
roam_prescription_based_prediction,document_78.json,48.12
roam_prescription_based_prediction,document_72189.json,82.0
roam_prescription_based_prediction,document_57789.json,17.22
roam_prescription_based_prediction,document_63457.json,27.37
roam_prescription_based_prediction,document_106363.json,34.39
roam_prescription_based_prediction,document_51036.json,35.38
roam_prescription_based_prediction,document_18283.json,15.88
roam_prescription_based_prediction,document_114429.json,87.74
roam_prescription_based_prediction,document_89202.json,45.02
roam_prescription_based_prediction,document_88684.json,15.28
roam_prescription_based_prediction,document_86826.json,108.98
roam_prescription_based_prediction,document_107311.json,38.0
roam_prescription_based_prediction,document_18089.json,69.87
roam_prescription_based_prediction,document_45035.json,30.28
roam_prescription_based_prediction,document_77720.json,42.66
roam_prescription_based_prediction,document_65464.json,80.34
roam_prescription_based_prediction,document_66815.json,38.84
roam_prescription_based_prediction,document_7150.json,51.15
roam_prescription_based_prediction,document_64100.json,40.57
roam_prescription_based_prediction,document_91573.json,61.87
roam_prescription_based_prediction,document_80839.json,67.17
roam_prescription_based_prediction,document_84770.json,45.03
roam_prescription_based_prediction,document_58919.json,14.57
roam_prescription_based_prediction,document_34033.json,41.62
roam_prescription_based_prediction,document_89628.json,63.23
roam_prescription_based_prediction,document_113127.json,61.07
roam_prescription_based_prediction,document_15466.json,14.34
roam_prescription_based_prediction,document_119021.json,64.46
roam_prescription_based_prediction,document_57405.json,38.88
roam_prescription_based_prediction,document_43483.json,21.53
roam_prescription_based_prediction,document_80150.json,14.37
roam_prescription_based_prediction,document_90603.json,92.02
roam_prescription_based_prediction,document_115464.json,34.42
roam_prescription_based_prediction,document_62895.json,46.0
roam_prescription_based_prediction,document_7519.json,60.51
roam_prescription_based_prediction,document_16306.json,45.42
roam_prescription_based_prediction,document_108840.json,36.69
roam_prescription_based_prediction,document_7926.json,21.61
roam_prescription_based_prediction,document_84239.json,15.89
roam_prescription_based_prediction,document_60959.json,33.86
roam_prescription_based_prediction,document_284.json,54.81
roam_prescription_based_prediction,document_104185.json,46.66
roam_prescription_based_prediction,document_7929.json,31.8
roam_prescription_based_prediction,document_16531.json,40.59
roam_prescription_based_prediction,document_33594.json,14.88
roam_prescription_based_prediction,document_4547.json,48.2
roam_prescription_based_prediction,document_22222.json,223.67
roam_prescription_based_prediction,document_15886.json,44.21
roam_prescription_based_prediction,document_104842.json,15.63
roam_prescription_based_prediction,document_28378.json,39.24
roam_prescription_based_prediction,document_73529.json,53.58
roam_prescription_based_prediction,document_4271.json,76.54
roam_prescription_based_prediction,document_98560.json,37.28
roam_prescription_based_prediction,document_20348.json,62.37
roam_prescription_based_prediction,document_50598.json,14.82
roam_prescription_based_prediction,document_118638.json,27.93
roam_prescription_based_prediction,document_87242.json,20.27
roam_prescription_based_prediction,document_110184.json,236.95
roam_prescription_based_prediction,document_64612.json,17.76
roam_prescription_based_prediction,document_78317.json,34.81
roam_prescription_based_prediction,document_62529.json,37.0
roam_prescription_based_prediction,document_54139.json,16.45
roam_prescription_based_prediction,document_48529.json,77.16
roam_prescription_based_prediction,document_117506.json,21.88
roam_prescription_based_prediction,document_59409.json,41.27
roam_prescription_based_prediction,document_7625.json,40.9
roam_prescription_based_prediction,document_76375.json,71.64
roam_prescription_based_prediction,document_98892.json,91.38
roam_prescription_based_prediction,document_79054.json,18.56
roam_prescription_based_prediction,document_110838.json,124.06
roam_prescription_based_prediction,document_39558.json,88.54
roam_prescription_based_prediction,document_103691.json,41.35
roam_prescription_based_prediction,document_5819.json,31.68
roam_prescription_based_prediction,document_16290.json,58.86
roam_prescription_based_prediction,document_53052.json,41.52
roam_prescription_based_prediction,document_47899.json,63.81
roam_prescription_based_prediction,document_59656.json,17.31
roam_prescription_based_prediction,document_1709.json,74.99
roam_prescription_based_prediction,document_7241.json,47.93
roam_prescription_based_prediction,document_71276.json,78.04
roam_prescription_based_prediction,document_77284.json,19.95
roam_prescription_based_prediction,document_119665.json,39.84
roam_prescription_based_prediction,document_36108.json,41.78
roam_prescription_based_prediction,document_97417.json,37.4
roam_prescription_based_prediction,document_68734.json,17.03
roam_prescription_based_prediction,document_43880.json,133.45
roam_prescription_based_prediction,document_10842.json,79.95
roam_prescription_based_prediction,document_110073.json,104.05
roam_prescription_based_prediction,document_94310.json,17.18
roam_prescription_based_prediction,document_93083.json,66.24
roam_prescription_based_prediction,document_90282.json,28.61
roam_prescription_based_prediction,document_45353.json,50.61
roam_prescription_based_prediction,document_8730.json,16.85
roam_prescription_based_prediction,document_50604.json,16.86
roam_prescription_based_prediction,document_2996.json,21.03
roam_prescription_based_prediction,document_14812.json,340.94
roam_prescription_based_prediction,document_71929.json,343.84
roam_prescription_based_prediction,document_115854.json,58.1
roam_prescription_based_prediction,document_113639.json,32.5
roam_prescription_based_prediction,document_100744.json,71.63
roam_prescription_based_prediction,document_90179.json,82.86
roam_prescription_based_prediction,document_119497.json,60.28
roam_prescription_based_prediction,document_85654.json,70.35
roam_prescription_based_prediction,document_18281.json,114.96
roam_prescription_based_prediction,document_31775.json,116.28
roam_prescription_based_prediction,document_4070.json,18.78
roam_prescription_based_prediction,document_53895.json,45.62
roam_prescription_based_prediction,document_44725.json,33.87
roam_prescription_based_prediction,document_106828.json,110.62
roam_prescription_based_prediction,document_42169.json,32.97
roam_prescription_based_prediction,document_29830.json,73.53
roam_prescription_based_prediction,document_78375.json,68.53
roam_prescription_based_prediction,document_117624.json,135.31
roam_prescription_based_prediction,document_25957.json,46.28
roam_prescription_based_prediction,document_116460.json,60.95
roam_prescription_based_prediction,document_93354.json,144.8
roam_prescription_based_prediction,document_52729.json,82.07
roam_prescription_based_prediction,document_87537.json,14.2
roam_prescription_based_prediction,document_71170.json,14.34
roam_prescription_based_prediction,document_18778.json,47.59
roam_prescription_based_prediction,document_69425.json,21.27
roam_prescription_based_prediction,document_46354.json,66.89
roam_prescription_based_prediction,document_83029.json,60.8
roam_prescription_based_prediction,document_44192.json,93.85
roam_prescription_based_prediction,document_72081.json,44.28
roam_prescription_based_prediction,document_69812.json,44.26
roam_prescription_based_prediction,document_69060.json,16.26
roam_prescription_based_prediction,document_35638.json,20.79
roam_prescription_based_prediction,document_92996.json,17.88
roam_prescription_based_prediction,document_43856.json,56.47
roam_prescription_based_prediction,document_19084.json,18.85
roam_prescription_based_prediction,document_118168.json,46.17
roam_prescription_based_prediction,document_77667.json,75.02
roam_prescription_based_prediction,document_106215.json,42.2
roam_prescription_based_prediction,document_41275.json,72.8
roam_prescription_based_prediction,document_46578.json,201.49
roam_prescription_based_prediction,document_3122.json,44.97
roam_prescription_based_prediction,document_72335.json,25.37
roam_prescription_based_prediction,document_65460.json,19.17
roam_prescription_based_prediction,document_106662.json,54.89
roam_prescription_based_prediction,document_13025.json,14.21
roam_prescription_based_prediction,document_40973.json,17.4
roam_prescription_based_prediction,document_110152.json,17.55
roam_prescription_based_prediction,document_86005.json,35.2
roam_prescription_based_prediction,document_92207.json,126.52
roam_prescription_based_prediction,document_27909.json,51.23
roam_prescription_based_prediction,document_81985.json,18.45
roam_prescription_based_prediction,document_66136.json,16.2
roam_prescription_based_prediction,document_4713.json,45.39
roam_prescription_based_prediction,document_47635.json,115.38
roam_prescription_based_prediction,document_67655.json,29.75
roam_prescription_based_prediction,document_60718.json,91.25
roam_prescription_based_prediction,document_45790.json,33.67
roam_prescription_based_prediction,document_112208.json,59.6
roam_prescription_based_prediction,document_786.json,46.14
roam_prescription_based_prediction,document_45214.json,71.22
roam_prescription_based_prediction,document_52356.json,30.1
roam_prescription_based_prediction,document_95977.json,18.28
roam_prescription_based_prediction,document_27545.json,42.07
roam_prescription_based_prediction,document_89760.json,19.42
roam_prescription_based_prediction,document_37943.json,82.63
roam_prescription_based_prediction,document_61920.json,72.79
roam_prescription_based_prediction,document_2141.json,17.72
roam_prescription_based_prediction,document_72627.json,75.07
roam_prescription_based_prediction,document_88799.json,69.63
roam_prescription_based_prediction,document_112165.json,16.84
roam_prescription_based_prediction,document_114366.json,85.77
roam_prescription_based_prediction,document_15568.json,69.59
roam_prescription_based_prediction,document_81806.json,44.91
roam_prescription_based_prediction,document_29746.json,42.35
roam_prescription_based_prediction,document_23443.json,42.67
roam_prescription_based_prediction,document_87556.json,44.9
roam_prescription_based_prediction,document_98621.json,73.9
roam_prescription_based_prediction,document_114525.json,17.23
roam_prescription_based_prediction,document_17065.json,73.04
roam_prescription_based_prediction,document_2483.json,44.21
roam_prescription_based_prediction,document_32698.json,28.41
roam_prescription_based_prediction,document_4862.json,169.33
roam_prescription_based_prediction,document_19791.json,18.78
roam_prescription_based_prediction,document_88770.json,19.64
roam_prescription_based_prediction,document_55223.json,110.97
roam_prescription_based_prediction,document_72783.json,61.25
roam_prescription_based_prediction,document_90290.json,16.74
roam_prescription_based_prediction,document_51523.json,151.56
roam_prescription_based_prediction,document_84540.json,19.95
roam_prescription_based_prediction,document_71777.json,73.17
roam_prescription_based_prediction,document_34831.json,86.34
roam_prescription_based_prediction,document_36366.json,19.91
roam_prescription_based_prediction,document_39122.json,321.41
roam_prescription_based_prediction,document_103747.json,148.5
roam_prescription_based_prediction,document_68441.json,64.43
roam_prescription_based_prediction,document_102826.json,135.33
roam_prescription_based_prediction,document_113807.json,56.52
roam_prescription_based_prediction,document_117034.json,84.5
roam_prescription_based_prediction,document_14616.json,44.2
roam_prescription_based_prediction,document_80156.json,30.24
roam_prescription_based_prediction,document_75999.json,16.93
roam_prescription_based_prediction,document_5471.json,55.92
roam_prescription_based_prediction,document_77232.json,75.84
roam_prescription_based_prediction,document_71463.json,22.67
roam_prescription_based_prediction,document_42405.json,18.2
roam_prescription_based_prediction,document_37319.json,88.53
roam_prescription_based_prediction,document_5681.json,46.27
roam_prescription_based_prediction,document_36010.json,106.67
roam_prescription_based_prediction,document_10181.json,17.28
roam_prescription_based_prediction,document_14072.json,18.46
roam_prescription_based_prediction,document_69955.json,18.38
roam_prescription_based_prediction,document_56910.json,19.17
roam_prescription_based_prediction,document_80821.json,123.27
roam_prescription_based_prediction,document_84107.json,16.13
roam_prescription_based_prediction,document_33818.json,18.37
roam_prescription_based_prediction,document_28314.json,48.14
roam_prescription_based_prediction,document_13805.json,46.62
roam_prescription_based_prediction,document_61652.json,43.25
roam_prescription_based_prediction,document_108394.json,67.81
roam_prescription_based_prediction,document_80197.json,319.66
roam_prescription_based_prediction,document_5362.json,42.63
roam_prescription_based_prediction,document_93866.json,18.28
roam_prescription_based_prediction,document_72661.json,36.15
roam_prescription_based_prediction,document_92367.json,164.58
roam_prescription_based_prediction,document_102510.json,17.1
roam_prescription_based_prediction,document_6008.json,34.95
roam_prescription_based_prediction,document_42420.json,17.15
roam_prescription_based_prediction,document_67206.json,20.16
roam_prescription_based_prediction,document_33188.json,46.5
roam_prescription_based_prediction,document_68725.json,18.3
roam_prescription_based_prediction,document_108124.json,19.55
roam_prescription_based_prediction,document_46038.json,204.27
roam_prescription_based_prediction,document_117180.json,18.06
roam_prescription_based_prediction,document_55076.json,63.8
roam_prescription_based_prediction,document_17730.json,182.45
roam_prescription_based_prediction,document_28044.json,26.69
roam_prescription_based_prediction,document_111063.json,20.21
roam_prescription_based_prediction,document_19153.json,27.31
roam_prescription_based_prediction,document_9388.json,39.52
roam_prescription_based_prediction,document_31994.json,20.5
roam_prescription_based_prediction,document_33011.json,15.6
roam_prescription_based_prediction,document_100025.json,46.07
roam_prescription_based_prediction,document_50204.json,17.49
roam_prescription_based_prediction,document_23623.json,19.52
roam_prescription_based_prediction,document_72257.json,18.01
roam_prescription_based_prediction,document_17789.json,64.52
roam_prescription_based_prediction,document_26693.json,78.89
roam_prescription_based_prediction,document_30335.json,375.0
roam_prescription_based_prediction,document_48456.json,22.16
roam_prescription_based_prediction,document_21435.json,18.9
roam_prescription_based_prediction,document_61567.json,46.89
roam_prescription_based_prediction,document_9678.json,23.88
roam_prescription_based_prediction,document_109228.json,16.82
roam_prescription_based_prediction,document_44702.json,73.76
roam_prescription_based_prediction,document_66302.json,21.79
roam_prescription_based_prediction,document_6195.json,73.79
roam_prescription_based_prediction,document_97497.json,55.52
roam_prescription_based_prediction,document_92213.json,68.46
roam_prescription_based_prediction,document_53727.json,16.35
roam_prescription_based_prediction,document_79850.json,70.15
roam_prescription_based_prediction,document_48931.json,38.58
